Service,Anime,URL,MAL ID (or n/a)
"Crunchyroll","Hinomaru Sumo","http://www.crunchyroll.com/hinomaru-sumo",37007
"Crunchyroll","Hi-sCool! Seha Girls","http://www.crunchyroll.com/hi-scool-seha-girls",23787
"Crunchyroll","Hitori No Shita - The Outcast","http://www.crunchyroll.com/hitori-no-shita-the-outcast",33421
"Crunchyroll","Hitori No Shita - The Outcast","http://www.crunchyroll.com/hitori-no-shita-the-outcast",35333
"Crunchyroll","Holmes of Kyoto","http://www.crunchyroll.com/holmes-of-kyoto",37458
"Crunchyroll","Holy Knight","http://www.crunchyroll.com/holy-knight",11005
"Crunchyroll","Horizon in the Middle of Nowhere","http://www.crunchyroll.com/horizon-in-the-middle-of-nowhere",10456
"Crunchyroll","Horizon in the Middle of Nowhere","http://www.crunchyroll.com/horizon-in-the-middle-of-nowhere",12487
"Crunchyroll","Hourou Musuko Wandering Son","http://www.crunchyroll.com/hourou-musuko-wandering-son",8426
"Crunchyroll","How Not to Summon a Demon Lord","http://www.crunchyroll.com/how-not-to-summon-a-demon-lord",37210
"Crunchyroll","How to Keep a Mummy","http://www.crunchyroll.com/how-to-keep-a-mummy",35828
"Crunchyroll","Hozuki no Reitetsu","http://www.crunchyroll.com/hozuki-no-reitetsu",20431
"Crunchyroll","Humanity Has Declined","http://www.crunchyroll.com/humanity-has-declined",10357
"Crunchyroll","Hundred","http://www.crunchyroll.com/hundred",31338
"Crunchyroll","Hunter x Hunter","http://www.crunchyroll.com/hunter-x-hunter",11061
"Crunchyroll","Hyakko","http://www.crunchyroll.com/hyakko",4550
"Crunchyroll","Hybrid x Heart Magias Academy Ataraxia","http://www.crunchyroll.com/hybrid-x-heart-magias-academy-ataraxia",31845
"Crunchyroll","I Can't Understand What My Husband Is Saying","http://www.crunchyroll.com/i-cant-understand-what-my-husband-is-saying",26349
"Crunchyroll","I Can't Understand What My Husband Is Saying","http://www.crunchyroll.com/i-cant-understand-what-my-husband-is-saying",29067
"Crunchyroll","I Couldn’t Become a Hero, So I Reluctantly Decided to Get a Job.","http://www.crunchyroll.com/i-couldnt-become-a-hero-so-i-reluctantly-decided-to-get-a-job",18677
"Crunchyroll","Idol Incidents","http://www.crunchyroll.com/idol-incidents",34028
"Crunchyroll","IDOLiSH7","http://www.crunchyroll.com/idolish7",33899
"Crunchyroll","Ikemen Sengoku: Bromances Across Time","http://www.crunchyroll.com/ikemen-sengoku-bromances-across-time",34337
"Crunchyroll","In Another World With My Smartphone","http://www.crunchyroll.com/in-another-world-with-my-smartphone",35203
"Crunchyroll","Inferno Cop","http://www.crunchyroll.com/inferno-cop",16774
"Crunchyroll","Inferno Cop","http://www.crunchyroll.com/inferno-cop",17843
"Crunchyroll","Infinite Stratos","http://www.crunchyroll.com/infinite-stratos",18247
"Crunchyroll","Interlude","http://www.crunchyroll.com/interlude",1085
"Crunchyroll","Interviews With Monster Girls","http://www.crunchyroll.com/interviews-with-monster-girls",33988
"Crunchyroll","Inu X Boku Secret Service","http://www.crunchyroll.com/inu-x-boku-secret-service",11013
"Crunchyroll","Inugami-san to Nekoyama-san","http://www.crunchyroll.com/inugami-san-to-nekoyama-san",22123
"Crunchyroll","INVADERS of the ROKUJYOMA!?","http://www.crunchyroll.com/invaders-of-the-rokujyoma",22865
"Crunchyroll","Investor Z (Motion Manga)","http://www.crunchyroll.com/investor-z-motion-manga",n/a
"Crunchyroll","Is It Wrong to Try to Pick Up Girls in a Dungeon?","http://www.crunchyroll.com/is-it-wrong-to-try-to-pick-up-girls-in-a-dungeon",28121
"Crunchyroll","Is the Order a Rabbit?","http://www.crunchyroll.com/is-the-order-a-rabbit",21273
"Crunchyroll","Is the Order a Rabbit?","http://www.crunchyroll.com/is-the-order-a-rabbit",29787
"Crunchyroll","Isekai Izakaya: Japanese Food From Another World","http://www.crunchyroll.com/isekai-izakaya-japanese-food-from-another-world",34420
"Crunchyroll","ISLAND","http://www.crunchyroll.com/island",33012
"Crunchyroll","ISUCA","http://www.crunchyroll.com/isuca",25429
"Crunchyroll","I've Always Liked You","http://www.crunchyroll.com/ive-always-liked-you",33036
"Crunchyroll","Ixion Saga DT","http://www.crunchyroll.com/ixion-saga-dt",14765
"Crunchyroll","Izetta: The Last Witch","http://www.crunchyroll.com/izetta-the-last-witch",33433
"Crunchyroll","Japa Con Presents: Agent HaZAP","http://www.crunchyroll.com/japa-con-presents-agent-hazap",n/a
"Crunchyroll","Japanese Anime Classic Collection","http://www.crunchyroll.com/japanese-anime-classic-collection",n/a
"Crunchyroll","Jin Roh","http://www.crunchyroll.com/jin-roh",570
"Crunchyroll","Jingai-san no Yome","http://www.crunchyroll.com/jingai-san-no-yome",37992
"Crunchyroll","JK-MESHI!","http://www.crunchyroll.com/jk-meshi",31578
"Crunchyroll","JoJo's Bizarre Adventure","http://www.crunchyroll.com/jojos-bizarre-adventure",14719
"Crunchyroll","JoJo's Bizarre Adventure","http://www.crunchyroll.com/jojos-bizarre-adventure",20899
"Crunchyroll","JoJo's Bizarre Adventure","http://www.crunchyroll.com/jojos-bizarre-adventure",26055
"Crunchyroll","JoJo's Bizarre Adventure","http://www.crunchyroll.com/jojos-bizarre-adventure",31933
"Crunchyroll","JOKER","http://www.crunchyroll.com/joker",24909
"Crunchyroll","JOKER","http://www.crunchyroll.com/joker",28869
"Crunchyroll","JOKER","http://www.crunchyroll.com/joker",31670
"Crunchyroll","JOKER","http://www.crunchyroll.com/joker",33490
"Crunchyroll","JOKER GAME","http://www.crunchyroll.com/joker-game",31405
"Crunchyroll","Jubei-chan: The Ninja Girl","http://www.crunchyroll.com/jubei-chan-the-ninja-girl",635
"Crunchyroll","Jungle Emperor Leo","http://www.crunchyroll.com/jungle-emperor-leo",2264
"Crunchyroll","JUNI TAISEN：ZODIAC WAR","http://www.crunchyroll.com/juni-taisenzodiac-war",35076
"Crunchyroll","Junji Ito Collection","http://www.crunchyroll.com/junji-ito-collection",36124
"Crunchyroll","Junjo Romantica","http://www.crunchyroll.com/junjo-romantica",3092
"Crunchyroll","Junjo Romantica","http://www.crunchyroll.com/junjo-romantica",4814
"Crunchyroll","Kaasan Mom's Life","http://www.crunchyroll.com/kaasan-moms-life",6116
"Crunchyroll","KADO: The Right Answer","http://www.crunchyroll.com/kado-the-right-answer",32032
"Crunchyroll","KADO: The Right Answer","http://www.crunchyroll.com/kado-the-right-answer",35369
"Crunchyroll","Kaede New Town","http://www.crunchyroll.com/kaede-new-town",5799
"Crunchyroll","KAGEWANI","http://www.crunchyroll.com/kagewani",30524
"Crunchyroll","Kaiji","http://www.crunchyroll.com/kaiji",3002
"Crunchyroll","Kaiji","http://www.crunchyroll.com/kaiji",10271
"Crunchyroll","KAIJU GIRLS","http://www.crunchyroll.com/kaiju-girls",33011
"Crunchyroll","KAIJU GIRLS","http://www.crunchyroll.com/kaiju-girls",36196
"Crunchyroll","Kakuriyo -Bed & Breakfast for Spirits-","http://www.crunchyroll.com/kakuriyo-bed-breakfast-for-spirits-",36754
"Crunchyroll","Kamigami no Asobi","http://www.crunchyroll.com/kamigami-no-asobi",21563
"Crunchyroll","Kamisama Dolls","http://www.crunchyroll.com/kamisama-dolls",10372
"Crunchyroll","Kanamemo","http://www.crunchyroll.com/kanamemo",5914
"Crunchyroll","KanColle","http://www.crunchyroll.com/kancolle",21511
"Crunchyroll","Kanojo ga Flag wo Oraretara (If Her Flag Breaks)","http://www.crunchyroll.com/kanojo-ga-flag-wo-oraretara-if-her-flag-breaks",19685
"Crunchyroll","Kanokon","http://www.crunchyroll.com/kanokon",3503
"Crunchyroll","KARAKAI JOZU NO TAKAGI-SAN","http://www.crunchyroll.com/karakai-jozu-no-takagi-san",35860
"Crunchyroll","Katana Maidens ~ Toji No Miko","http://www.crunchyroll.com/katana-maidens-toji-no-miko",35589
"Crunchyroll","Katsugeki TOUKEN RANBU","http://www.crunchyroll.com/katsugeki-touken-ranbu",33018
"Crunchyroll","Keijo!!!!!!!!","http://www.crunchyroll.com/keijo",32686
"Crunchyroll","Kemeko DX","http://www.crunchyroll.com/kemeko-dx",3464
"Crunchyroll","Kemono Friends","http://www.crunchyroll.com/kemono-friends",33089
"Crunchyroll","Kenka Bancho Otome -Girl Beats Boys-","http://www.crunchyroll.com/kenka-bancho-otome-girl-beats-boys-",34501
"Crunchyroll","Key the Metal Idol","http://www.crunchyroll.com/key-the-metal-idol",1457
"Crunchyroll","Kids on the Slope","http://www.crunchyroll.com/kids-on-the-slope",12531
"Crunchyroll","Kiitaro's yokai picture diary","http://www.crunchyroll.com/kiitaros-yokai-picture-diary",33244
"Crunchyroll","Kill la Kill","http://www.crunchyroll.com/kill-la-kill",18679
"Crunchyroll","Kimi ni Todoke - From Me To You","http://www.crunchyroll.com/kimi-ni-todoke-from-me-to-you",6045
"Crunchyroll","Kimi ni Todoke - From Me To You","http://www.crunchyroll.com/kimi-ni-todoke-from-me-to-you",9656
"Crunchyroll","King's Game","http://www.crunchyroll.com/kings-game",36027
"Crunchyroll","KINMOZA!","http://www.crunchyroll.com/kinmoza",16732
"Crunchyroll","Kino's Journey -the Beautiful World- the Animated Series","http://www.crunchyroll.com/kinos-journey-the-beautiful-world-the-animated-series",35079
"Crunchyroll","Kiss Him, Not Me","http://www.crunchyroll.com/kiss-him-not-me",32899
"Crunchyroll","Kite","http://www.crunchyroll.com/kite",320
"Crunchyroll","Kite Liberator","http://www.crunchyroll.com/kite-liberator",3323
"Crunchyroll","KIZNAIVER","http://www.crunchyroll.com/kiznaiver",31798
"Crunchyroll","Knight’s & Magic","http://www.crunchyroll.com/knights-magic",34104
"Crunchyroll","Knuspercast","http://www.crunchyroll.com/knuspercast",n/a
"Crunchyroll","Koi Koi Seven","http://www.crunchyroll.com/koi-koi-seven",668
"Crunchyroll","Koihime Musou","http://www.crunchyroll.com/koihime-musou",4262
"Crunchyroll","Kokoro Connect","http://www.crunchyroll.com/kokoro-connect",11887
"Crunchyroll","Komori-san Can't Decline!","http://www.crunchyroll.com/komori-san-cant-decline",31091
"Crunchyroll","Kono Aozora ni Yakusoku wo","http://www.crunchyroll.com/kono-aozora-ni-yakusoku-wo",2155
"Crunchyroll","KONOHANA KITAN","http://www.crunchyroll.com/konohana-kitan",35241
"Crunchyroll","KONOSUBA -God's blessing on this wonderful world!","http://www.crunchyroll.com/konosuba-gods-blessing-on-this-wonderful-world",30831
"Crunchyroll","KONOSUBA -God's blessing on this wonderful world!","http://www.crunchyroll.com/konosuba-gods-blessing-on-this-wonderful-world",32937
"Crunchyroll","Koro Sensei Quest!","http://www.crunchyroll.com/koro-sensei-quest",34389
"Crunchyroll","Kotoura-San","http://www.crunchyroll.com/kotoura-san",15379
"Crunchyroll","KOWABON","http://www.crunchyroll.com/kowabon",30948
"Crunchyroll","Kuroko's Basketball","http://www.crunchyroll.com/kurokos-basketball",11771
"Crunchyroll","Kuroko's Basketball","http://www.crunchyroll.com/kurokos-basketball",16894
"Crunchyroll","Kuroko's Basketball","http://www.crunchyroll.com/kurokos-basketball",24415
"Crunchyroll","Kyousougiga","http://www.crunchyroll.com/kyousougiga",19703
"Crunchyroll","La corda d’oro -Blue Sky-","http://www.crunchyroll.com/la-corda-doro-blue-sky-",20971
"Crunchyroll","La Corda d'Oro ~primo passo~ and ~secondo passo~","http://www.crunchyroll.com/la-corda-doro-primo-passo-and-secondo-passo",1579
"Crunchyroll","La Corda d'Oro ~primo passo~ and ~secondo passo~","http://www.crunchyroll.com/la-corda-doro-primo-passo-and-secondo-passo",3392
"Crunchyroll","La Corda d'Oro ~primo passo~ and ~secondo passo~","http://www.crunchyroll.com/la-corda-doro-primo-passo-and-secondo-passo",5717
"Crunchyroll","La storia della Arcana Famiglia","http://www.crunchyroll.com/la-storia-della-arcana-famiglia",12967
"Crunchyroll","Ladies Versus Butlers","http://www.crunchyroll.com/ladies-versus-butlers",7148
"Crunchyroll","Lady Death","http://www.crunchyroll.com/lady-death",n/a
"Crunchyroll","Laid-Back Camp","http://www.crunchyroll.com/laid-back-camp",34798
"Crunchyroll","Lance N' Masques","http://www.crunchyroll.com/lance-n-masques",24011
"Crunchyroll","Last Period: the journey to the end of the despair","http://www.crunchyroll.com/last-period-the-journey-to-the-end-of-the-despair",37254
"Crunchyroll","Late night! The Genius Bakabon","http://www.crunchyroll.com/late-night-the-genius-bakabon",37662
"Crunchyroll","Legend of the Galactic Heroes: Die Neue These","http://www.crunchyroll.com/legend-of-the-galactic-heroes-die-neue-these",31433
"Crunchyroll","Leiji Matsumoto's OZMA","http://www.crunchyroll.com/leiji-matsumotos-ozma",12677
"Crunchyroll","Libra of Nil Admirari","http://www.crunchyroll.com/libra-of-nil-admirari",33850
"Crunchyroll","Library War","http://www.crunchyroll.com/library-war",3613
"Crunchyroll","Library War","http://www.crunchyroll.com/library-war",5332
"Crunchyroll","Lilpri","http://www.crunchyroll.com/lilpri",8206
"Crunchyroll","Lily C.A.T","http://www.crunchyroll.com/lily-cat",3258
"Crunchyroll","Linebarrels of Iron","http://www.crunchyroll.com/linebarrels-of-iron",3653
"Crunchyroll","LiSA TV","http://www.crunchyroll.com/lisa-tv",n/a
"Crunchyroll","Listen to Me, Girls, I’m Your Father!","http://www.crunchyroll.com/listen-to-me-girls-im-your-father",11179
"Crunchyroll","Little Busters!","http://www.crunchyroll.com/little-busters",13655
"Crunchyroll","Little Busters!","http://www.crunchyroll.com/little-busters",18195
"Crunchyroll","Little Nemo: Adventures in Slumberland","http://www.crunchyroll.com/little-nemo-adventures-in-slumberland",2286
"Crunchyroll","Locodol","http://www.crunchyroll.com/locodol",22189
"Crunchyroll","Locodol","http://www.crunchyroll.com/locodol",25719
"Crunchyroll","Locodol","http://www.crunchyroll.com/locodol",30988
"Crunchyroll","Log Horizon","http://www.crunchyroll.com/log-horizon",17265
"Crunchyroll","Log Horizon","http://www.crunchyroll.com/log-horizon",23321
"Crunchyroll","Long Riders!","http://www.crunchyroll.com/long-riders",30652
"Crunchyroll","Looking Up at the Half-Moon","http://www.crunchyroll.com/looking-up-at-the-half-moon",587
"Crunchyroll","Lord of Vermilion: The Crimson King","http://www.crunchyroll.com/lord-of-vermilion-the-crimson-king",37601
"Crunchyroll","Lost Universe","http://www.crunchyroll.com/lost-universe",1184
"Crunchyroll","Lostorage incited WIXOSS","http://www.crunchyroll.com/lostorage-incited-wixoss",33197
"Crunchyroll","Love is Like a Cocktail","http://www.crunchyroll.com/love-is-like-a-cocktail",35484
"Crunchyroll","Love Lab","http://www.crunchyroll.com/love-lab",16353
"Crunchyroll","Love Live! School Idol Project","http://www.crunchyroll.com/love-live-school-idol-project",15051
"Crunchyroll","Love Live! School Idol Project","http://www.crunchyroll.com/love-live-school-idol-project",19111
"Crunchyroll","Love Live! Sunshine!!","http://www.crunchyroll.com/love-live-sunshine",32526
"Crunchyroll","Love Rice","http://www.crunchyroll.com/love-rice",34402
"Crunchyroll","Love Stage!!","http://www.crunchyroll.com/love-stage",21105
"Crunchyroll","Love To-LIE-Angle","http://www.crunchyroll.com/love-to-lie-angle",36943
"Crunchyroll","Love Tyrant","http://www.crunchyroll.com/love-tyrant",32262
"Crunchyroll","Love, Chunibyo & Other Delusions","http://www.crunchyroll.com/love-chunibyo-other-delusions",14741
"Crunchyroll","Love, Chunibyo & Other Delusions - Heart Throb -","http://www.crunchyroll.com/love-chunibyo-other-delusions-heart-throb-",18671
"Crunchyroll","Lovely Muuuuuuuco!","http://www.crunchyroll.com/lovely-muuuuuuuco",30651
"Crunchyroll","LUPIN THE 3rd PART 5","http://www.crunchyroll.com/lupin-the-3rd-part-5",35857
"Crunchyroll","LUPIN THE 3rd PART4","http://www.crunchyroll.com/lupin-the-3rd-part4",27947
"Crunchyroll","Lupin the Third Part 1","http://www.crunchyroll.com/lupin-the-third-part-1",1412
"Crunchyroll","Lupin the Third Part 2","http://www.crunchyroll.com/lupin-the-third-part-2",1425
"Crunchyroll","Lupin the Third Part 3","http://www.crunchyroll.com/lupin-the-third-part-3",1426
"Crunchyroll","Lychee Light Club","http://www.crunchyroll.com/lychee-light-club",15045
"Crunchyroll","Maerchen Maedchen","http://www.crunchyroll.com/maerchen-maedchen",35997
"Crunchyroll","Magi","http://www.crunchyroll.com/magi",14513
"Crunchyroll","Magi","http://www.crunchyroll.com/magi",18115
"Crunchyroll","Magic Kaito 1412","http://www.crunchyroll.com/magic-kaito-1412",25517
"Crunchyroll","Magic of Stella","http://www.crunchyroll.com/magic-of-stella",32555
"Crunchyroll","Magic User's Club","http://www.crunchyroll.com/magic-users-club",630
"Crunchyroll","Magic User's Club OVA","http://www.crunchyroll.com/magic-users-club-ova",629
"Crunchyroll","MAGICAL CIRCLE GURU-GURU","http://www.crunchyroll.com/magical-circle-guru-guru",34745
"Crunchyroll","Magical Girl Ore","http://www.crunchyroll.com/magical-girl-ore",36902
"Crunchyroll","Magical Girl Raising Project","http://www.crunchyroll.com/magical-girl-raising-project",33003
"Crunchyroll","Magical Play","http://www.crunchyroll.com/magical-play",2277
"Crunchyroll","Magical Play","http://www.crunchyroll.com/magical-play",2278
"Crunchyroll","Magical Somera-chan","http://www.crunchyroll.com/magical-somera-chan",30746
"Crunchyroll","Magical Warfare","http://www.crunchyroll.com/magical-warfare",19769
"Crunchyroll","Magicians Academy","http://www.crunchyroll.com/magicians-academy",3654
"Crunchyroll","Magic-Kyun! Renaissance","http://www.crunchyroll.com/magic-kyun-renaissance",33299
"Crunchyroll","Magimoji Rurumo","http://www.crunchyroll.com/magimoji-rurumo",23945
"Crunchyroll","Mahou Shoujo Nante Mouiidesukara","http://www.crunchyroll.com/mahou-shoujo-nante-mouiidesukara",31793
"Crunchyroll","Mahou Shoujo Nante Mouiidesukara","http://www.crunchyroll.com/mahou-shoujo-nante-mouiidesukara",33795
"Crunchyroll","Mahou Shoujo? Naria Girls","http://www.crunchyroll.com/mahou-shoujo-naria-girls",33394
"Crunchyroll","Majestic Prince","http://www.crunchyroll.com/majestic-prince",15863
"Crunchyroll","Majikoi Oh! Samurai Girls","http://www.crunchyroll.com/majikoi-oh-samurai-girls",10213
"Crunchyroll","Majin Bone","http://www.crunchyroll.com/majin-bone",21835
"Crunchyroll","MAJOR 2nd","http://www.crunchyroll.com/major-2nd",36565
"Crunchyroll","Makai Ouji: Devils and Realist","http://www.crunchyroll.com/makai-ouji-devils-and-realist",16890
"Crunchyroll","Makeruna!! Aku no Gundan!","http://www.crunchyroll.com/makeruna-aku-no-gundan",34888
"Crunchyroll","makuranodanshi","http://www.crunchyroll.com/makuranodanshi",30705
"Crunchyroll","Mangirl!","http://www.crunchyroll.com/mangirl",14045
"Crunchyroll","Maoyu","http://www.crunchyroll.com/maoyu",14833
"Crunchyroll","March comes in like a lion","http://www.crunchyroll.com/march-comes-in-like-a-lion",31646
"Crunchyroll","March comes in like a lion","http://www.crunchyroll.com/march-comes-in-like-a-lion",34647
"Crunchyroll","March comes in like a lion","http://www.crunchyroll.com/march-comes-in-like-a-lion",35180
"Crunchyroll","MARGINAL #4 the Animation","http://www.crunchyroll.com/marginal-4-the-animation",33788
"Crunchyroll","Martian Successor Nadesico","http://www.crunchyroll.com/martian-successor-nadesico",218
"Crunchyroll","Martian Successor Nadesico","http://www.crunchyroll.com/martian-successor-nadesico",2067
"Crunchyroll","Martian Successor Nadesico","http://www.crunchyroll.com/martian-successor-nadesico",219
"Crunchyroll","Masamune-kun's Revenge","http://www.crunchyroll.com/masamune-kuns-revenge",33487
"Crunchyroll","Mashiroiro Symphony","http://www.crunchyroll.com/mashiroiro-symphony",10397
"Crunchyroll","Mazinger Edition Z","http://www.crunchyroll.com/mazinger-edition-z",5485
"Crunchyroll","Mazinkaiser SKL","http://www.crunchyroll.com/mazinkaiser-skl",8666
"Crunchyroll","Medaka Box","http://www.crunchyroll.com/medaka-box",11761
"Crunchyroll","Medaka Box","http://www.crunchyroll.com/medaka-box",14527
"Crunchyroll","MEGALOBOX","http://www.crunchyroll.com/megalobox",36563
"Crunchyroll","MEGANEBU!","http://www.crunchyroll.com/meganebu",19257
"Crunchyroll","MEKAKUCITY ACTORS","http://www.crunchyroll.com/mekakucity-actors",21603
"Crunchyroll","Meow Meow Japanese History","http://www.crunchyroll.com/meow-meow-japanese-history",32572
"Crunchyroll","Merc StoriA: The Apathetic Boy and the Girl in a Bottle","http://www.crunchyroll.com/merc-storia-the-apathetic-boy-and-the-girl-in-a-bottle",37232
"Crunchyroll","Military!","http://www.crunchyroll.com/military",26085
"Crunchyroll","Million Doll","http://www.crunchyroll.com/million-doll",29941
"Crunchyroll","Milpom","http://www.crunchyroll.com/milpom",30438
"Crunchyroll","Minami Kamakura High School Girls Cycling Club","http://www.crunchyroll.com/minami-kamakura-high-school-girls-cycling-club",31422
"Crunchyroll","Mind Game","http://www.crunchyroll.com/mind-game",875
"Crunchyroll","Miracle Train","http://www.crunchyroll.com/miracle-train",7103
"Crunchyroll","Miss Bernard said.","http://www.crunchyroll.com/miss-bernard-said",33462
"Crunchyroll","Miss Kobayashi's Dragon Maid","http://www.crunchyroll.com/miss-kobayashis-dragon-maid",33206
"Crunchyroll","Miss Machiko","http://www.crunchyroll.com/miss-machiko",3391
"Crunchyroll","Miss Monochrome - The Animation","http://www.crunchyroll.com/miss-monochrome-the-animation",20033
"Crunchyroll","Mitchiri Neko","http://www.crunchyroll.com/mitchiri-neko",36982
"Crunchyroll","Mitsudomoe","http://www.crunchyroll.com/mitsudomoe",7627
"Crunchyroll","Mitsudomoe","http://www.crunchyroll.com/mitsudomoe",9510
"Crunchyroll","Mizu no Kotoba","http://www.crunchyroll.com/mizu-no-kotoba",2235
"Crunchyroll","Mob Psycho 100","http://www.crunchyroll.com/mob-psycho-100",32182
"Crunchyroll","Mobile Fighter G Gundam","http://www.crunchyroll.com/mobile-fighter-g-gundam",96
"Crunchyroll","MOBILE SUIT GUNDAM 00","http://www.crunchyroll.com/mobile-suit-gundam-00",2581
"Crunchyroll","MOBILE SUIT GUNDAM 00","http://www.crunchyroll.com/mobile-suit-gundam-00",3927
"Crunchyroll","Mobile Suit GUNDAM Iron Blooded Orphans","http://www.crunchyroll.com/mobile-suit-gundam-iron-blooded-orphans",31251
"Crunchyroll","Mobile Suit GUNDAM Iron Blooded Orphans","http://www.crunchyroll.com/mobile-suit-gundam-iron-blooded-orphans",33051
"Crunchyroll","Mobile Suit Gundam Seed","http://www.crunchyroll.com/mobile-suit-gundam-seed",93
"Crunchyroll","Mobile Suit Gundam Seed Destiny","http://www.crunchyroll.com/mobile-suit-gundam-seed-destiny",94
"Crunchyroll","MOBILE SUIT GUNDAM UNICORN RE:0096","http://www.crunchyroll.com/mobile-suit-gundam-unicorn-re0096",32792
"Crunchyroll","Mobile Suit Gundam Wing","http://www.crunchyroll.com/mobile-suit-gundam-wing",90
"Crunchyroll","Mobile Suit Gundam Wing ENDLESS WALTZ","http://www.crunchyroll.com/mobile-suit-gundam-wing-endless-waltz",2273
"Crunchyroll","Momo Kyun Sword","http://www.crunchyroll.com/momo-kyun-sword",22225
"Crunchyroll","momokuri","http://www.crunchyroll.com/momokuri",30014
"Crunchyroll","Monogatari Second Season","http://www.crunchyroll.com/monogatari-second-season",17074
"Crunchyroll","Monogatari Second Season","http://www.crunchyroll.com/monogatari-second-season",21855
"Crunchyroll","Mononoke","http://www.crunchyroll.com/mononoke",2246
"Crunchyroll","Monster Hunter Stories Ride On","http://www.crunchyroll.com/monster-hunter-stories-ride-on",31631
"Crunchyroll","MONSTER MUSUME EVERYDAY LIFE WITH MONSTER GIRLS","http://www.crunchyroll.com/monster-musume-everyday-life-with-monster-girls",30307
"Crunchyroll","Monster Strike","http://www.crunchyroll.com/monster-strike",30757
"Crunchyroll","Monthly Girls' Nozaki-kun","http://www.crunchyroll.com/monthly-girls-nozaki-kun",23289
"Crunchyroll","Moritasan wa Mukuchi","http://www.crunchyroll.com/moritasan-wa-mukuchi",10671
"Crunchyroll","Moritasan wa Mukuchi","http://www.crunchyroll.com/moritasan-wa-mukuchi",11615
"Crunchyroll","Motto To Love Ru","http://www.crunchyroll.com/motto-to-love-ru",9181
"Crunchyroll","Moyashimon","http://www.crunchyroll.com/moyashimon",3001
"Crunchyroll","Moyashimon","http://www.crunchyroll.com/moyashimon",13409
"Crunchyroll","Mr. Osomatsu","http://www.crunchyroll.com/mr-osomatsu",31174
"Crunchyroll","Mr. Osomatsu","http://www.crunchyroll.com/mr-osomatsu",32026
"Crunchyroll","Mr. Osomatsu","http://www.crunchyroll.com/mr-osomatsu",34238
"Crunchyroll","Mr. Osomatsu","http://www.crunchyroll.com/mr-osomatsu",35067
"Crunchyroll","Mr. TONEGAWA Middle Management Blues","http://www.crunchyroll.com/mr-tonegawa-middle-management-blues",37338
"Crunchyroll","Ms. Koizumi Loves Ramen Noodles","http://www.crunchyroll.com/ms-koizumi-loves-ramen-noodles",35298
"Crunchyroll","Ms. Vampire who lives in my neighborhood.","http://www.crunchyroll.com/ms-vampire-who-lives-in-my-neighborhood",37579
"Crunchyroll","Muhyo & Roji's Bureau of Supernatural Investigation","http://www.crunchyroll.com/muhyo-rojis-bureau-of-supernatural-investigation",37487
"Crunchyroll","Muromi-san","http://www.crunchyroll.com/muromi-san",16910
"Crunchyroll","Mushibugyo","http://www.crunchyroll.com/mushibugyo",17505
"Crunchyroll","MUSHI-SHI","http://www.crunchyroll.com/mushi-shi",21939
"Crunchyroll","MUSHI-SHI","http://www.crunchyroll.com/mushi-shi",24687
"Crunchyroll","MUSHI-SHI","http://www.crunchyroll.com/mushi-shi",24701
"Crunchyroll","Mushi-Uta","http://www.crunchyroll.com/mushi-uta",2603
"Crunchyroll","Music Girls","http://www.crunchyroll.com/music-girls",37481
"Crunchyroll","My First Girlfriend is a Gal","http://www.crunchyroll.com/my-first-girlfriend-is-a-gal",34403
"Crunchyroll","My Hero Academia","http://www.crunchyroll.com/my-hero-academia",31964
"Crunchyroll","My Hero Academia","http://www.crunchyroll.com/my-hero-academia",35262
"Crunchyroll","My Hero Academia","http://www.crunchyroll.com/my-hero-academia",33486
"Crunchyroll","My Little Monster","http://www.crunchyroll.com/my-little-monster",14227
"Crunchyroll","MY love  STORY!!","http://www.crunchyroll.com/my-love-story",28297
"Crunchyroll","My Mental Choices are Completely Interfering with my School Romantic Comedy","http://www.crunchyroll.com/my-mental-choices-are-completely-interfering-with-my-school-romantic-comedy",19221
"Crunchyroll","My Sister, My Writer","http://www.crunchyroll.com/my-sister-my-writer",36632
"Crunchyroll","My Sweet Tyrant","http://www.crunchyroll.com/my-sweet-tyrant",36864
"Crunchyroll","My Teen Romantic Comedy SNAFU","http://www.crunchyroll.com/my-teen-romantic-comedy-snafu",14813
"Crunchyroll","My Teen Romantic Comedy SNAFU","http://www.crunchyroll.com/my-teen-romantic-comedy-snafu",23847
"Crunchyroll","My Wife is the Student Council President","http://www.crunchyroll.com/my-wife-is-the-student-council-president",28819
"Crunchyroll","My Wife is the Student Council President","http://www.crunchyroll.com/my-wife-is-the-student-council-president",32603
"Crunchyroll","Myriad Colors Phantom World","http://www.crunchyroll.com/myriad-colors-phantom-world",31442
"Crunchyroll","Myself; Yourself","http://www.crunchyroll.com/myself-yourself",2926
"Crunchyroll","Mysterious Girlfriend X","http://www.crunchyroll.com/mysterious-girlfriend-x",12467
"Crunchyroll","Nagi no Asukara (Nagi-Asu: A Lull in the Sea)","http://www.crunchyroll.com/nagi-no-asukara-nagi-asu-a-lull-in-the-sea",16067
"Crunchyroll","Nakaimo - My Sister is Among Them!","http://www.crunchyroll.com/nakaimo-my-sister-is-among-them",13367
"Crunchyroll","Naked Wolves","http://www.crunchyroll.com/naked-wolves",7247
"Crunchyroll","Nanana's Buried Treasure","http://www.crunchyroll.com/nananas-buried-treasure",21561
